Song,Composer,Song ID,Lyrics,Sentiment,Sentiment Score
Hold Me Tight,McCartney,123426," It feels so right now, hold me tight Tell me I'm the only one, and then I might Never be the lonely one So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you, you  Hold me tight Let me go on loving you Tonight, tonight Making love to only you So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you, you  You don't know What it means to hold you tight Being here alone tonight with you It feels so right  Now, hold me tight Tell me I'm the only one And then I might Never be the lonely one So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you
 You don't know What it means to hold you tight Being here alone tonight with you It feels so right  Now, hold me tight Let me go on loving you Tonight, tonight Making love to only you So hold (Hold), me tight (Me tight) Tonight (Tonight), tonight (Tonight) It's you, you, you, you, -, - Oo-, - You, -",,0.39730163430795074
Not a Second Time,Lennon,123434," You know you made me cry I see no use in wondering why I cry for you  And now, you've changed your mind I see no reason to change mine I cry, it's through,   You're giving me the same old line I'm wondering why You hurt me then, you're back again No, no, no, not a second time   You know you made me cry I see no use in wondering why I cry for you, yeah  And now, you've changed your mind I see no reason to change mine I cry, it's through, 
 You're giving me the same old line I'm wondering why You hurt me then, you're back again No, no, no, not a second time  Not a second time Not a second time No, no, no, no Not a second time (No, no, no)",,-0.5624237803858705
A Hard Day´s Night,Lennon,118166," It's been a hard day's night And I've been working like a dog It's been a hard day's night I should be sleeping like a log But when I get home to you I find the things that you do Will make me feel alright  You know I work all day To get you money to buy you things And it's worth it just to hear you say You're gonna give me everything So why on Earth should I moan? 'Cause when I get you alone You know I feel okay  When I'm home Everything seems to be right When I'm home Feeling you holding me tight, tight, yeah!  It's been a hard day's night And I've been working like a dog It's been a hard day's night I should be sleeping like a log But when I get home to you I find the things that you do Will make me feel alright !
  So why on Earth should I moan ? 'Cause when I get you alone You know I feel okay  When I'm home Everything seems to be right When I'm home Feeling you holding me tight, tight, yeah!  It's been a hard day's night And I've been working like a dog It's been a hard day's night I should be sleeping like a log But when I get home to you I find the things that you do Will make me feel alright  You know I feel alright You know I feel alright",,-0.07009616370002429
I Should Have Known Better,Lennon,123530," I should have known better with a girl like you That I would love everything that you do And I do, hey, hey, hey, and I do  Whoa, , I never realized what a kiss could be This could only happen to me Can't you see, can't you see?  That when I tell you that I love you,  You're gonna say you love me too,  And when I ask you to be mine You're gonna say you love me too  So I should have realized a lot of things before If this is love, you've got to give me more Give me more, hey hey hey, give me more   Whoa, , I never realized what a kiss could be This could only happen to me Can't you see, can't you see?
 That when I tell you that I love you,  You're gonna say you love me too,  And when I ask you to be mine You're gonna say you love me too  You love me too, you love me too You love me too",,0.3480339541565627
If I Fell,Lennon,123531," If I fell in love with you Would you promise to be true And help me understand? 'Cause I've been in love before And I found that love was more Than just holding hands  If I give my heart to you I must be sure From the very start that you Would love me more than her  If I trust in you, , please Don't run and hide If I love you too, , please Don't hurt my pride like her  'Cause I couldn't stand the pain And I Would be sad if our new love Was in vain
 So, I hope you see that I Would love to love you And that she will cry When she learns we are two  'Cause I couldn't stand the pain And I Would be sad if our new love Was in vain  So, I hope you see that I Would love to love you And that she will cry When she learns we are two  If I fell in love with you",,-0.3120586257427931
I´m Happy Just to Dance With You,Lennon,123532," Before this dance is through, I think I'll love you too I'm so happy when you dance with me  I don't want to kiss or hold your hand If it's funny try and understand There is really nothing else I'd rather do 'Cause I'm happy just to dance with you  I don't need to hug or hold you tight I just want to dance with you all night In this world there's nothing I would rather do 'Cause I'm happy just to dance with you  Just to dance with you (, ) Is everything I need (, ) Before this dance is through I think I'll love you too I'm so happy when you dance with me  If somebody tries to take my place Let's pretend we just can't see his face In this world there's nothing I would rather do 'Cause I'm happy just to dance with you
 Just to dance with you is everything I need Before this dance is through I think I'll love you too I'm so happy when you dance with me  If somebody tries to take my place Let's pretend we just can't see his face In this world there's nothing I would rather do I've discovered I'm in love with you, ,  'Cause I'm happy just to dance with you , , ",,0.5663407690202197
And I Love Her,McCartney,123533," I give her all my love That's all I do And if you saw my love You'd love her too I love her  She gives me everything And tenderly The kiss my lover brings She brings to me And I love her  A love like ours Could never die As long as I Have you near me  Bright are the stars that shine Dark is the sky I know this love of mine Will never die And I love her
  Bright are the stars that shine Dark is the sky I know this love of mine Will never die And I love her",,0.41055405884981155
Tell Me Why,Lennon,123534," Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me  Well, I gave you everything I had But you left me sitting on my own Did you have to treat me, , so bad? All I do is hang my head and moan  Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me  If it's something that I said or done Tell me what and I'll apologize If you don't, I really can't go on Holding back these tears in my eyes  Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me
 Well, I beg you on my bended knees If you'll only listen to my pleas Is there anything I can do? 'Cause I really can't stand it, I'm so in love with you  Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me",,-0.47481132071698084
Can´t Buy Me Love,McCartney,51126," Can't buy me love, love Can't buy me love  I'll buy you a diamond ring, my friend If it makes you feel alright I'll get you anything, my friend If it makes you feel alright 'Cause I don't care too much for money Money can't buy me love  I'll give you all I've got to give If you say you love me, too I may not have a lot to give But what I got, I'll give to you I don't care too much for money Money can't buy me love  Can't buy me love , everybody tells me so Can't buy me love, no-no-no, no!  Say you don't need no diamond rings And I'll be satisfied Tell me that you want the kind of things That money just can't buy I don't care too much for money Money can't buy me love Ow!
  Buy me love, everybody tells me so Can't buy me love, no-no-no, no!  Say you don't need no diamond rings And I'll be satisfied Tell me that you want the kind of things That money just can't buy I don't care too much for money Money can't buy me love  Can't buy me love, love Can't buy me love",,-0.5054737294558436
Any Time at All,Lennon,123537," Any time at all Any time at all Any time at all, all you gotta do is call And I'll be there  If you need somebody to love, just look into my eyes I'll be there to make you feel right If you're feeling sorry and sad, I'd really sympathize Don't you be sad, just call me tonight  Any time at all Any time at all Any time at all, all you gotta do is call And I'll be there  If the sun has faded away, I'll try to make it shine There is nothing I won't do When you need a shoulder to cry on , I hope it will be mine Call me tonight and I'll come to you  Any time at all Any time at all Any time at all, all you gotta do is call And I'll be there
  Any time at all Any time at all Any time at all, all you gotta do is call And I'll be there  Any time at all, all you gotta do is call And I'll be there",,0.3871274837292731
I´ll Cry Instead,Lennon,123539," I've got every reason on earth to be mad Cause I've just lost the only girl I had If I could get my way I'd get myself locked up today But I can't so I'll cry instead  I've got a chip on my shoulder that's bigger than my feet I can't talk to people that I meet If I could see you now I'd try to make you sad somehow But I can't so I'll cry instead  Don't wanna cry when there's people there I get shy when they start to stare I'm gonna hide myself away-hey But I'll come back again someday  And when I do you better hide all the girls I'm gonna break their hearts all 'round the world Yes, I'm gonna break 'em in two And show you what your loving man can do Until then I'll cry instead
 Don't wanna cry when there's people there I get shy when they start to stare I'm gonna hide myself away-hey But I'll come back again someday  And when I do you better hide all the girls 'Cause I'm gonna break their hearts all 'round the world Yes, I'm gonna break 'em in two And show you what your loving man can do Until then I'll cry instead",,-0.5590963213471696
Things We Said Today,McCartney,111335,"  You say you will love me If I have to go You'll be thinkin' of me Somehow I will know Someday when I'm lonely Wishing you weren't so far away Then I will remember Things we said today  You say you'll be mine, girl Till the end of time These days such a kind girl Seems so hard to find Someday when we're dreaming Deep in love, not a lot to say Then we will remember Things we said today  Me, I'm just the lucky kind Love to hear you say that love is love And, though we may be blind Love is here to stay and that's enough
 To make you mine, girl Be the only one Love me all the time, girl We'll go on and on Someday when we're dreaming Deep in love, not a lot to say Then we will remember Things we said today  Me, I'm just the lucky kind Love to hear you say that love is love And, though we may be blind Love is here to stay and that's enough  To make you mine, girl Be the only one Love me all the time, girl We'll go on and on Someday when we're dreaming Deep in love, not a lot to say Then we will remember Things we said today",,0.2786985964824756
When I Get Home,Lennon,123541," Woah-I, woah-I I got a whole lot of things to tell her When I get home  Come on, out my way 'Cause I'm-a gonna see my baby today I got a whole lot of things I gotta say To her  Woah-I, woah-I I got a whole lot of things to tell her When I get home  Come on, if you please I got no time for triviality I got a girl who's waiting home for me Tonight  Woah-I, woah-I I got a whole lot of things to tell her When I get home
 When I get in home tonight I'm gonna hold her tight I'm gonna love her till the cows come home And then I'll love her more Till I walk out that door Again  Come on, let me through I got so many things I gotta do I got no business being here with you This way  Woah-I, woah-I I got a whole lot of things to tell her When I get home, yeah  I got a whole lot of things to tell her When I get home",,-0.19059287570416927
You Can´t Do That,Lennon,112198," I got something to say that might cause you pain If I catch you talking to that boy again I’m going to let you down And leave you flat Because I told you before , you can’t do that  Well, it’s the second time I’ve caught you talking to him Do I have to tell you one more time, I think it’s a sin I think I'll let you down (Let you down) And leave you flat (Going to let you down and leave you flat) Because I told you before , you can’t do that  Everybody's green 'Cause I'm the one who won your love But if they'd seen You talking that way They'd laugh in my face  So please listen to me if you want to stay mine I can’t help my feelings, I go out of my mind I'm going to let you down (Let you down) And leave you flat (Going to let you down and leave you flat) Because I told you before , you can’t do that!
 (You can't do that) (You can't do that) (You can't do that) (You can't do that) (You can't do that)  Everybody's green 'Cause I'm the one who won your love But if they'd seen You talking that way They'd laugh in my face  So please listen to me if you want to stay mine I can’t help my feelings, I go out of my mind I'm going to let you down (Let you down) And leave you flat (Going to let you down and leave you flat) Because I told you before , you can’t do that!",,-0.5721949515864253
I´ll Be Back,Lennon,111333," You know if you break my heart I'll go But I'll be back again 'Cause I told you once before ""goodbye"" But I came back again  I love you so I'm the one who wants you Yes, I'm the one who wants you ---, ---,   You could find better things to do Than to break my heart again This time, I will try to show that I'm Not trying to pretend  I thought that you would realise That if I ran away from you That you would want me, too But I got a big surprise ---, ---,   You could find better things to do Than to break my heart again This time I will try to show that I'm Not trying to pretend
 I wanna go But I hate to leave you You know I hate to leave you ---, ---,   You, if you break my heart I'll go But I'll be back again",,-0.3543177517130971
No Reply,Lennon,123794," This happened once before when I came to your door, no reply They said it wasn't you, but I saw you peep through your window I saw the light, I saw the light I know that you saw me 'cause I looked up to see your face  I tried to telephone, they said you were not home. that's a lie 'Cause I know where you've been, I saw you walk in your door I nearly died, I nearly died 'Cause you walked hand in hand with another man in my place  If I were you, I'd realise that I Love you more than any other guy And I'll forgive the lies that I Heard before, when you gave me no reply  I tried to telephone, they said you were not home, that's a lie 'Cause I know where you've been, I saw you walk in your door I nearly died, I nearly died 'Cause you walked hand in hand with another man in my place  No reply, no reply",,-0.5177268045954406
I´m a Loser,Lennon,123795," I'm a loser I'm a loser And I'm not what I appear to be  Of all the love I have won or have lost There is one love I should never have crossed She was a girl in a million, my friend I should have known she would win in the end  I'm a loser And I lost someone who's near to me I'm a loser And I'm not what I appear to be  Although I laugh and I act like a clown Beneath this mask I am wearing a frown My tears are falling like rain from the sky Is it for her or myself that I cry?  I'm a loser And I lost someone who's near to me I'm a loser And I'm not what I appear to be
  What have I done to deserve such a fate? I realise I have left it too late And so it's true, pride comes before a fall I'm telling you so that you won't lose all  I'm a loser And I lost someone who's near to me I'm a loser And I'm not what I appear to be",,-0.5599355431622826
I´ll Follow the Sun,McCartney,107067," One day, you'll look To see I've gone For tomorrow may rain, so I'll follow the sun  Some day, you'll know I was the one But tomorrow may rain, so I'll follow the sun  And now the time has come And so, my love, I must go And though I lose a friend In the end, you will know ---  One day, you'll find That I have gone But tomorrow may rain, so I'll follow the sun 
 Yeah, tomorrow may rain, so I'll follow the sun  And now the time has come And so, my love, I must go And though I lose a friend In the end, you will know --  One day, you'll find That I have gone But tomorrow may rain, so I'll follow the sun",,-0.23021592386066914
Eight Days a Week,McCartney,88519,"  , I need your love, babe Guess you know it's true Hope you need my love, babe Just like I need you  Hold me, love me Hold me, love me I ain't got nothing but love, babe Eight days a week  Love you everyday, girl Always on my mind One thing I can say, girl Love you all the time  Hold me, love me Hold me, love me I ain't got nothing but love, girl Eight days a week
 Eight days a week I love you Eight days a week Is not enough to show I care  , I need your love, babe Guess you know it's true Hope you need my love, babe Just like I need you  Hold me, love me Hold me, love me I ain't got nothing but love, babe Eight days a week  Eight days a week I love you Eight days a week Is not enough to show I care  Love you everyday, girl Always on my mind One thing I can say, girl Love you all the time
 Hold me, love me Hold me, love me I ain't got nothing but love, babe Eight days a week  Eight days a week Eight days a week",,0.4046663008630276
Every Little Thing,McCartney,123804," When I'm walking beside her People tell me I'm lucky Yes, I know I'm a lucky guy I remember the first time I was lonely without her Can't stop thinking about her now  Every little thing she does She does for me, yeah And you know the things she does She does for me,   When I'm with her I'm happy Just to know that she loves me Yes, I know that she loves me now There is one thing I'm sure of I will love her forever For I know love will never die  Every little thing she does She does for me, yeah And you know the things she does She does for me, 
  Every little thing she does She does for me, yeah And you know the things she does She does for me,   Every little thing Every little thing Every little thing",,0.5738954427652061
I Don´t Want to Spoil the Party,Lennon,123805,"  I don't want to spoil the party, so I'll go I would hate my disappointment to show There's nothing for me here, so I will disappear If she turns up while I'm gone, please let me know  I've had a drink or two, and I don't care There's no fun in what I do when she's not there I wonder what went wrong, I've waited far too long I think I'll take a walk and look for her  Though tonight she's made me sad I still love her If I find her, I'll be glad I still love her  I don't want to spoil the party, so I'll go I would hate my disappointment to show There's nothing for me here, so I will disappear If she turns up while I'm gone, please let me know
  Though tonight she's made me sad I still love her If I find her, I'll be glad I still love her  Though I've had a drink or two, and I don't care There's no fun in what I do if she's not there I wonder what went wrong, I've waited far too long I think I'll take a walk and look for her ",,-0.5203138573560864
What You´re Doing,McCartney,123806," Look what you're doing I'm feeling blue and lonely Would it be too much to ask of you What you're doing to me?  You got me running And there's no fun in it Why should it be so much to ask of you What you're doing to me?  I've been waiting here for you Wondering what you're gonna do And should you need a love that's true It's me  Please stop your lying You got me crying, girl Why should it be so much to ask of you What you're doing to me? 
 I've been waiting here for you Wondering what you're gonna do And should you need a love that's true It's me  Please stop your lying You got me crying, girl Why should it be so much to ask of you What you're doing to me?  What you're doing to me? What you're doing to me?",,-0.5679389138240367
Help!,Lennon,92584," ( Help ) I need somebody ( Help ) Not just anybody ( Help ) You know I need someone ( Help! )  When I was younger so much younger than today I never needed anybody's help in any way But now these days are gone, I'm not so self assured Now I find I've changed my mind and opened up the doors  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?  And now my life has changed in  so many ways My independence seems to vanish in the haze But every now and then I feel so insecure I know that I just need you like I've never done before  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?
 When I was younger, so much younger than today I never needed anybody's help in any way But now these days are gone, I'm not so self assured Now I find I've changed my mind and opened up the doors  Help me if you can, I'm feeling down And I do appreciate you being 'round Help me get my feet back on the ground Won't you please, please help me?  Help me! Help me, ",,-0.3946814586718877
The Night Before,McCartney,123811," We said our goodbyes ( , the night before ) Love was in your eyes ( , the night before ) Now, today, I find You have changed your mind Treat me like you did the night before  Were you telling lies? ( , the night before? ) Was I so unwise? ( , the night before? ) When I held you near You were so sincere Treat me like you did the night before  Last night is a night I will remember you by When I think of things we did It makes me wanna cry!  We said our goodbye ( , the night before ) Love was in your eyes ( , the night before ) Now, today, I find You have changed your mind Treat me like you did the night before (Yes)
  When I held you near You were so sincere Treat me like you did the night before  Last night is a night I will remember you by When I think of things we did It makes me wanna cry  Were you telling lies? ( , the night before? ) Was I so unwise? ( , the night before? ) When I held you near You were so sincere Treat me like you did the night before Like the night before",,-0.2049608970992267
You´ve Got to Hide Your Love Away,Lennon,112200," Here I stand head in hand Turn my face to the wall If she's gone, I can't go on Feeling two-foot small Everywhere people stare Each and every day I can see them laugh at me And I hear them say  Hey, you've got to hide your love away Hey, you've got to hide your love away  How can I even try? I can never win Hearing them, seeing them In the state I'm in How could she say to me ""Love will find a way""? Gather 'round, all you clowns Let me hear you say  Hey, you've got to hide your love away Hey, you've got to hide your love away",,-0.4902255489723757
Another Girl,McCartney,111336," For I have got Another girl Another girl  You're making me say that I've got nobody but you But as from today, well, I've got somebody that's new I ain't no fool and I don't take what I don't want  For I have got Another girl Another girl  She's sweeter than all the girls and I met quite a few Nobody in all the world can do what she can do And so I'm telling you, ""This time you'd better stop""  For I have got Another girl Another girl  Who will love me till the end Through thick and thin She will always be my friend
 I don't want to say that I've been unhappy with you But, as from today, well, I've seen somebody that's new I ain't no fool and I don't take what I don't want  For I have got Another girl Another girl  Who will love me till the end Through thick and thin She will always be my friend  I don't want to say that I've been unhappy with you But, as from today, well, I've seen somebody that's new I ain't no fool and I don't take what I don't want  For I have got Another girl Another girl Another girl",,0.06529586389660835
You´re Going to Lose That Girl,Lennon,123814," You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna lose that girl ( Yes, yes, you're gonna lose that girl )  If you don't take her out tonight She's gonna change her mind ( She's gonna change her mind ) And I will take her out tonight And I will treat her kind ( I'm gonna treat her kind )  You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna lose that girl ( Yes, yes, you're gonna lose that girl )  If you don't treat her right, my friend You're gonna find her gone ( You're gonna find her gone ) 'Cause I will treat her right, and then You'll be the lonely one ( You're not the only one )  You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna loo... ( Yes, yes, you're gonna lose that girl )  I'll make a point Of taking her away from you ( Watch what you do ) Yeah The way you treat her What else can I do?
 You're gonna lose that girl You're gonna lose that girl  You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna loo... ( Yes, yes, you're gonna lose that girl )  I'll make a point Of taking her away from you ( Watch what you do ) Yeah The way you treat her What else can I do?  If you don't take her out tonight She's gonna change her mind ( She's gonna change her mind ) And I will take her out tonight And I will treat her kind ( I'm gonna treat her kind )  You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna lose that girl ( Yes, yes, you're gonna lose that girl ) You're gonna lose that girl ( Yes, yes, you're gonna lose that girl )",,-0.5556522160259192
Ticket to Ride,Lennon,123815," I think I'm gonna be sad, I think it's today, yeah The girl that's driving me mad is going away  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  She said that living with me is bringing her down, yeah She would never be free when I was around  She's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  I don't know why she's riding so high She ought to think twice, she ought to do right by me Before she gets to saying goodbye She ought to think twice, she ought to do right by me  I think I'm going to be sad, I think it's today, yeah The girl that's driving me mad is going away, yeah
 , she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  I don't know why she's riding so high She ought to think twice, she ought to do right by me Before she gets to saying goodbye She ought to think twice, she ought to do right by me  She said that living with me was bringing her down, yeah For she would never be free when I was around  , she's got a ticket to ride She's got a ticket to ride She's got a ticket to ride, but she don't care  My baby don't care My baby don't care My baby don't care My baby don't care My baby don't care My baby don't care",,-0.5417367382130275
It´s Only Love,Lennon,71856," I get high when I see you go by My, , my When you sigh, my, my inside just flies Butterflies Why am I so shy when I'm beside you?  It's only love and that is all Why should I feel the way I do? It's only love, and that is all But it's so hard loving you  Is it right that you and I should fight Every night? Just the sight of you makes nighttime bright Very bright Haven't I the right to make it up, girl?  It's only love and that is all Why should I feel the way I do? It's only love, and that is all But it's so hard loving you
 Yes, it's so hard loving you Loving you",,-0.2719858465716243
Tell Me What You See,McCartney,123818," If you let me take your heart I will prove to you We will never be apart if I'm part of you Open up your eyes now, tell me what you see It is no surprise now, what you see is me  Big and black the clouds may be, time will pass away If you put your trust in me I'll make bright your day Look into these eyes now, tell me what you see Don't you realise now, what you see is me  Tell me what you see  Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see It is no surprise now, what you see is me  Tell me what you see  Listen to me one more time, how can I get through? Can't you try to see that I'm trying to get to you? Open up your eyes now, tell me what you see It is no surprise now, what you see is me Hmm",,-0.022321457043290138
I´ve Just Seen a Face,McCartney,71849," I've just seen a face, I can't forget the time or place Where we just met, she's just the girl for me And I want all the world to see we've met Mmm-mmm-mmm-m'mmm-mmm  Had it been another day I might have looked the other way And I'd have never been aware But as it is I'll dream of her tonight -di-di-di'n'di  Fallin', yes, I am fallin' And she keeps callin' me back again  I have never known the like of this, I've been alone And I have missed things and kept out of sight But other girls were never quite like this --n'-'n'  Fallin', yes, I am fallin' And she keeps callin' me back again
  Fallin', yes, I am fallin' And she keeps callin' me back again  I've just seen a face, I can't forget the time or place Where we just met, she's just the girl for me And I want all the world to see we've met Mmm-mmm-mmm---  Fallin', yes, I am fallin' And she keeps callin' me back again Fallin', yes, I am fallin' And she keeps callin' me back again  , fallin', yes, I am fallin' And she keeps callin' me back again",,0.016728151589632034
Yesterday,McCartney,2236," Yesterday All my troubles seemed so far away Now it looks as though they're here to stay , I believe in yesterday  Suddenly I'm not half the man I used to be There's a shadow hanging over me , yesterday came suddenly  Why she had to go I don't know, she wouldn't say I said something wrong Now I long for yesterday  Yesterday Love was such an easy game to play Now I need a place to hide away , I believe in yesterday  Why she had to go I don't know, she wouldn't say I said something wrong Now I long for yesterday
 Yesterday Love was such an easy game to play Now I need a place to hide away , I believe in yesterday  Mmm-mmm-mmm-mmm-mmm, hmm-hmm",,-0.5224411331582814
